,location,total_sqft,bath,price,bhk
7376,other,1465.0,3,75.0,3
7377,other,1146.0,2,53.8,2
7378,other,2159.0,3,110.0,3
7379,other,1130.0,2,60.0,2
7380,other,1200.0,2,60.0,2
7381,other,1500.0,3,138.0,3
7382,other,700.0,2,43.0,2
7383,other,1380.0,2,95.0,3
7384,other,1750.0,3,170.0,3
7385,other,997.0,3,55.0,3
7386,other,1365.0,3,99.0,3
7387,other,1500.0,3,125.0,3
7388,other,941.0,2,48.0,2
7389,other,5000.0,4,465.0,4
7390,other,1270.0,2,55.25,3
7391,other,4100.0,3,300.0,4
7392,other,850.0,2,35.0,2
7393,other,654.0,1,22.0,1
7394,other,708.0,1,55.0,2
7395,other,1680.0,3,135.0,3
7396,other,990.0,2,58.0,2
7397,other,1240.0,2,100.0,2
7398,other,1810.0,3,118.0,3
7399,other,1265.0,2,58.0,2
7400,other,1100.0,2,55.0,2
7401,other,1035.0,2,44.0,2
7402,other,614.5,1,30.715,1
7403,other,1000.0,2,97.0,2
7404,other,1179.0,2,49.35,2
7405,other,1650.0,3,84.0,3
7406,other,1430.0,3,78.65,3
7407,other,600.0,2,30.0,2
7408,other,1160.0,2,55.0,2
7409,other,1200.0,2,45.0,1
7410,other,1116.0,2,37.6,2
7411,other,1090.0,2,45.0,2
7412,other,1365.0,2,34.13,3
7413,other,1484.0,3,79.19,3
7414,other,1630.0,3,68.0,3
7415,other,1260.0,4,65.0,4
7416,other,1050.0,2,41.0,2
7417,other,1576.0,3,58.0,3
7418,other,1148.0,2,56.0,2
7419,other,1000.0,2,36.0,2
7420,other,1293.0,2,85.0,3
7421,other,1210.0,2,75.0,2
7422,other,1126.0,2,69.0,2
7423,other,1840.0,4,175.0,3
7424,other,1440.0,2,70.0,3
7425,other,840.0,1,75.0,1
7426,other,1126.0,2,39.0,2
7427,other,658.0,1,34.0,1
7428,other,1760.0,2,116.0,3
7429,other,1145.0,2,57.0,2
7430,other,3317.5,5,268.5,4
7431,other,1300.0,2,50.0,2
7432,other,2040.0,3,200.0,3
7433,other,1216.0,2,80.0,2
7434,other,1459.0,2,110.0,3
7435,other,1274.0,2,81.0,2
7436,other,600.0,1,52.0,2
7437,other,1430.0,2,69.5,3
7438,other,1670.0,3,160.0,3
7439,other,1695.0,3,150.0,3
7440,other,1410.0,2,75.0,2
7441,other,1060.0,2,42.0,2
7442,other,1435.0,3,57.2,3
7443,other,1425.0,2,56.99,3
7444,other,900.0,2,50.0,2
7445,other,2400.0,5,93.0,5
7446,other,1920.0,3,150.0,3
7447,other,705.0,1,55.0,1
7448,other,1200.0,2,75.6,3
7449,other,1532.0,2,62.0,2
7450,other,1330.0,2,93.0,2
7451,other,1256.0,2,62.8,2
7452,other,1595.0,2,75.0,3
7453,other,1475.0,2,58.99,3
7454,other,2100.0,4,150.0,4
7455,other,883.0,2,50.0,2
7456,other,1776.0,2,75.0,3
7457,other,1347.0,2,37.72,3
7458,other,1008.0,2,32.25,2
7459,other,1200.0,2,52.5,2
7460,other,1539.0,3,60.0,3
7461,other,1100.0,2,53.0,3
7462,other,920.0,2,46.0,2
7463,other,1350.0,3,78.3,3
7464,other,1550.0,4,120.0,4
7465,other,1560.0,3,125.0,3
7466,other,1010.0,2,40.39,2
7467,other,1416.0,3,94.0,3
7468,other,1595.0,3,62.0,3
7469,other,2560.0,3,288.0,3
7470,other,905.0,2,50.0,2
7471,other,2480.0,3,245.0,3
7472,other,1605.0,3,105.0,3
7473,other,1290.0,2,73.0,2
7474,other,1425.0,2,47.0,3
7475,other,1455.0,2,55.0,3
7476,other,550.0,1,23.0,1
7477,other,7000.0,4,210.0,4
7478,other,4000.0,3,130.0,5
7479,other,1060.0,2,53.0,2
7480,other,1080.0,2,75.0,3
7481,other,1783.0,3,125.0,3
7482,other,2500.0,3,180.0,3
7483,other,1570.0,3,78.0,3
7484,other,1019.0,2,45.9,2
7485,other,1537.0,3,110.0,3
7486,other,1750.0,3,150.0,3
7487,other,1466.0,2,71.0,2
7488,other,1020.0,2,48.0,2
7489,other,1225.0,2,49.5,2
7490,other,1191.0,2,90.0,2
7491,other,865.0,2,35.11,2
7492,other,600.0,1,22.0,2
7493,other,2100.0,4,90.0,4
7494,other,2849.0,5,250.0,4
7495,other,1000.0,2,42.0,2
7496,other,2245.0,4,154.0,4
7497,other,1852.0,3,130.0,3
7498,other,1225.0,2,47.0,2
7499,other,1400.0,3,92.0,3
7500,other,1247.0,2,58.0,3
7501,other,830.0,2,40.0,2
7502,other,1100.0,1,55.0,2
7503,other,1890.0,2,93.0,3
7504,other,1685.0,3,60.0,3
7505,other,3131.0,4,349.0,4
7506,other,1165.0,2,43.0,2
7507,other,827.0,2,45.0,2
7508,other,1050.0,2,50.0,2
7509,other,1500.0,3,125.0,3
7510,other,1500.0,2,57.0,3
7511,other,1020.0,2,40.89,2
7512,other,1856.0,3,135.0,3
7513,other,1060.0,2,49.27,2
7514,other,1261.0,2,61.0,2
7515,other,1100.0,2,46.0,2
7516,other,3400.0,4,190.0,4
7517,other,1180.0,2,56.0,2
7518,other,1914.0,3,149.0,3
7519,other,1458.0,3,79.0,3
7520,other,1105.0,2,40.0,2
7521,other,1205.0,2,70.0,2
7522,other,1194.0,2,65.0,2
7523,other,1200.0,2,75.0,2
7524,other,929.0,2,56.0,2
7525,other,3436.0,5,341.0,4
7526,other,1065.0,2,40.47,2
7527,other,1250.0,2,45.0,2
7528,other,1250.0,2,58.0,2
7529,other,1451.0,3,60.44,3
7530,other,1424.0,2,55.0,3
7531,other,1435.0,2,62.0,3
7532,other,658.0,1,26.91,1
7533,other,1300.0,3,45.0,3
7534,other,1155.0,2,51.0,2
7535,other,1250.0,3,55.0,3
7536,other,2200.0,4,160.0,3
7537,other,2400.0,3,150.0,3
7538,other,1314.0,2,83.0,2
7539,other,1230.0,2,55.0,2
7540,other,920.0,2,37.2,2
7541,other,1540.0,3,76.0,3
7542,other,1198.0,2,65.0,2
7543,other,1656.0,3,90.0,3
7544,other,1900.0,3,155.0,3
7545,other,1910.0,3,142.0,3
7546,other,1003.0,2,43.0,2
7547,other,1200.0,1,95.0,2
7548,other,1689.0,3,103.0,3
7549,other,2119.0,4,111.0,4
7550,other,1060.0,2,37.0,2
7551,other,1100.0,2,61.0,2
7552,other,1100.0,2,110.0,2
7553,other,1420.0,2,46.0,3
7554,other,1942.0,3,155.0,3
7555,other,1200.0,4,80.0,3
7556,other,1752.0,3,105.0,3
7557,other,1200.0,3,120.0,4
7558,other,1620.0,2,76.0,3
7559,other,3600.0,5,180.0,5
7560,other,1400.0,2,60.0,2
7561,other,1330.0,2,64.0,2
7562,other,1012.0,2,54.59,2
7563,other,1515.0,3,90.0,3
7564,other,935.0,2,51.5,2
7565,other,1410.0,2,80.0,3
7566,other,1191.0,2,55.38,3
7567,other,1200.0,2,79.0,2
7568,other,1525.0,2,67.0,3
7569,other,1464.0,3,56.0,3
7570,other,920.0,2,27.0,2
7571,other,600.0,1,25.0,2
7572,other,7000.0,4,550.0,4
7573,other,500.0,2,24.0,1
7574,other,1250.0,3,50.0,3
7575,other,3300.0,4,329.0,4
7576,other,1206.0,2,53.0,2
7577,other,925.0,2,46.5,2
7578,other,3000.0,5,335.0,3
7579,other,1100.0,2,55.0,2
7580,other,1100.0,2,54.0,2
7581,other,975.0,2,65.0,2
7582,other,1200.0,4,95.0,4
7583,other,610.0,1,39.0,1
7584,other,1447.0,2,75.97,2
7585,other,2075.0,3,115.0,3
7586,other,1250.0,2,58.0,2
7587,other,1272.0,2,51.5,2
7588,other,625.0,2,24.0,2
7589,other,840.0,2,50.0,1
7590,other,583.0,1,26.9,1
7591,other,900.0,2,27.0,2
7592,other,1464.0,2,56.0,2
7593,other,2200.0,3,121.0,3
7594,other,1365.0,2,49.0,3
7595,other,1300.0,3,64.0,3
7596,other,1200.0,1,69.0,1
7597,other,2480.0,4,260.0,3
7598,other,1250.0,3,38.0,3
7599,other,1510.0,3,47.57,3
7600,other,1120.0,2,53.76,2
7601,other,1717.0,3,99.0,3
7602,other,2099.0,3,95.0,3
7603,other,1100.0,2,58.0,2
7604,other,1200.0,1,48.0,1
7605,other,1220.0,2,88.0,2
7606,other,1765.0,3,80.0,3
7607,other,1200.0,3,87.0,4
7608,other,1237.0,2,73.0,2
7609,other,1300.0,2,70.0,2
7610,other,3900.0,5,310.0,4
7611,other,1430.0,2,78.65,3
7612,other,2108.0,3,85.0,3
7613,other,1198.0,2,54.0,2
7614,other,1190.0,2,70.0,2
7615,other,900.0,2,41.0,2
7616,other,2690.0,4,185.0,4
7617,other,1340.0,2,65.0,2
7618,other,2254.0,3,153.0,3
7619,other,1800.0,3,90.0,3
7620,other,1620.0,3,65.0,3
7621,other,2968.0,3,225.0,3
7622,other,1345.0,2,106.0,2
7623,other,1594.0,3,99.0,3
7624,other,1250.0,2,68.0,2
7625,other,1290.0,1,77.5,2
7626,other,1150.0,2,48.0,2
7627,other,1464.0,2,145.0,2
7628,other,1200.0,2,36.0,4
7629,other,861.0,2,36.5,2
7630,other,1047.0,2,82.62,2
7631,other,1200.0,2,75.0,2
7632,other,1065.0,2,45.0,2
7633,other,1682.0,3,113.0,3
7634,other,1238.0,2,67.32,2
7635,other,814.0,2,42.0,2
7636,other,1145.0,2,46.5,2
7637,other,750.0,2,36.0,2
7638,other,1590.0,3,131.0,3
7639,other,1260.0,2,100.0,2
7640,other,1555.0,3,75.17,3
7641,other,1079.0,2,60.0,2
7642,other,1198.0,2,60.0,2
7643,other,1160.0,2,59.0,2
7644,other,1485.0,2,156.0,3
7645,other,2070.0,3,135.0,3
7646,other,957.0,2,52.5,2
7647,other,1600.0,2,75.0,3
7648,other,1272.0,2,51.5,2
7649,other,1100.0,2,38.49,2
7650,other,1075.0,2,46.76,2
7651,other,800.0,2,55.0,2
7652,other,995.0,2,34.82,2
7653,other,900.0,1,44.0,2
7654,other,1480.0,2,125.0,3
7655,other,1710.0,2,90.63,3
7656,other,2106.0,3,148.0,3
7657,other,3800.0,2,130.0,3
7658,other,1012.0,2,64.0,2
7659,other,1400.0,2,57.5,2
7660,other,1250.0,3,29.0,3
7661,other,1115.0,2,50.0,2
7662,other,1000.0,2,35.0,2
7663,other,1800.0,3,90.0,3
7664,other,1500.0,2,130.0,2
7665,other,1275.0,3,44.0,3
7666,other,1949.0,3,129.0,3
7667,other,1020.0,2,46.5,2
7668,other,883.0,2,45.0,2
7669,other,3200.0,4,280.0,4
7670,other,2010.0,3,125.0,3
7671,other,1213.0,2,63.0,2
7672,other,1835.0,3,88.0,3
7673,other,945.0,2,45.0,2
7674,other,1504.0,2,100.0,3
7675,other,1569.0,3,150.0,3
7676,other,1760.0,3,140.0,3
7677,other,1000.0,2,48.0,2
7678,other,3820.0,1,306.0,1
7679,other,2000.0,4,145.0,5
7680,other,1215.0,2,59.0,2
7681,other,1330.0,3,73.5,3
7682,other,2040.0,2,59.0,2
7683,other,1602.0,2,165.0,3
7684,other,1200.0,4,130.0,4
7685,other,1194.0,2,46.0,2
7686,other,2400.0,2,152.0,3
7687,other,1500.0,3,72.0,3
7688,other,1280.0,2,48.0,3
7689,other,1560.0,2,85.0,2
7690,other,883.0,2,44.0,2
7691,other,750.0,2,33.0,2
7692,other,2400.0,3,140.0,4
7693,other,900.0,2,45.0,2
7694,other,1095.0,2,38.33,2
7695,other,925.0,1,40.7,1
7696,other,1145.0,2,58.4,2
7697,other,1862.0,3,120.0,3
7698,other,947.0,2,43.0,2
7699,other,1120.0,2,40.0,2
7700,other,2700.0,3,200.0,3
7701,other,1100.0,2,93.0,2
7702,other,1355.0,3,135.0,4
7703,other,1677.0,3,98.0,3
7704,other,2060.0,3,150.0,3
7705,other,1490.0,2,115.0,3
7706,other,4856.0,5,410.0,4
7707,other,1060.0,2,37.0,2
7708,other,1047.0,2,91.0,2
7709,other,1200.0,2,80.0,2
7710,other,1550.0,3,59.0,3
7711,other,1553.0,3,68.0,3
7712,other,1740.0,3,120.0,3
7713,other,1855.0,3,145.0,3
7714,other,1724.0,3,146.0,3
7715,other,1020.0,2,60.0,2
7716,other,1450.0,3,75.0,3
7717,other,1200.0,2,80.0,2
7718,other,550.0,1,16.0,1
7719,other,1600.0,3,69.0,3
7720,other,1492.0,2,65.0,2
7721,other,1560.0,2,62.38,3
7722,other,1431.0,3,65.0,3
7723,other,1682.0,3,114.0,3
7724,other,3664.0,3,325.0,3
7725,other,1026.0,2,45.0,2
7726,other,690.0,2,42.0,2
7727,other,1200.0,4,85.0,4
7728,other,2400.0,3,120.0,3
7729,other,1200.0,2,79.55,2
7730,other,1500.0,4,100.0,5
7731,other,1225.0,2,66.5,2
7732,other,1350.0,2,72.0,2
7733,other,1520.0,3,111.0,3
7734,other,1391.0,2,64.5,3
7735,other,1200.0,4,86.0,4
7736,other,1200.0,2,47.0,2
7737,other,1170.0,2,65.0,2
7738,other,1125.0,2,45.56,2
7739,other,698.5,1,28.57,1
7740,other,1250.0,2,90.0,2
7741,other,1900.0,2,190.0,3
7742,other,1464.0,3,56.0,3
7743,other,900.0,2,33.0,2
7744,other,1602.0,2,170.0,3
7745,other,907.0,1,38.0,1
7746,other,1230.0,2,70.0,2
7747,other,1350.0,2,75.0,3
7748,other,1150.0,2,58.0,2
7749,other,1050.0,2,48.0,2
7750,other,1200.0,3,57.0,3
7751,other,1600.0,3,95.0,3
7752,other,1480.0,2,80.0,2
7753,other,2500.0,7,125.0,5
7754,other,480.0,1,25.0,1
7755,other,600.0,2,23.0,1
7756,other,1590.0,2,85.0,3
7757,other,936.0,2,40.2,2
7758,other,1050.0,2,42.7,2
7759,other,1027.0,2,60.0,2
7760,other,3463.0,6,310.0,4
7761,other,1600.0,3,70.0,3
7762,other,1000.0,2,60.0,2
7763,other,1200.0,2,85.0,2
7764,other,1200.0,2,35.0,2
7765,other,1570.0,3,110.0,3
7766,other,1315.0,2,140.0,2
7767,other,1185.0,2,50.0,2
7768,other,1458.0,3,60.0,3
7769,other,1200.0,2,45.0,2
7770,other,1024.0,2,44.0,2
7771,other,1194.0,2,47.0,2
7772,other,1450.0,3,75.0,3
7773,other,1639.0,3,120.0,3
7774,other,2000.0,4,130.0,3
7775,other,1350.0,4,140.0,4
7776,other,995.0,2,34.82,3
7777,other,2120.0,3,177.0,3
7778,other,1107.83,2,41.51,2
7779,other,1315.0,2,65.0,3
7780,other,1000.0,2,44.0,2
7781,other,1596.0,3,79.8,3
7782,other,1175.0,2,79.0,2
7783,other,921.0,2,29.47,2
7784,other,1713.0,3,125.0,3
7785,other,1200.0,2,43.0,2
7786,other,1664.0,3,68.0,3
7787,other,1795.0,3,139.0,3
7788,other,600.0,1,19.5,1
7789,other,1965.0,4,132.0,3
7790,other,1112.0,2,68.0,2
7791,other,1136.0,2,64.5,2
7792,other,1270.0,2,50.79,3
7793,other,990.0,2,35.0,2
7794,other,1460.0,2,43.79,3
7795,other,1360.0,2,53.0,3
7796,other,1375.0,2,58.0,2
7797,other,1107.0,2,40.0,2
7798,other,1158.0,2,75.0,2
7799,other,800.0,1,30.0,2
7800,other,1760.0,3,128.0,3
7801,other,3200.0,4,200.0,4
7802,other,1125.0,2,32.49,2
7803,other,1706.0,3,154.0,3
7804,other,1600.0,3,112.0,3
7805,other,1200.0,2,90.0,2
7806,other,1200.0,2,67.0,2
7807,other,1266.67,2,69.0,2
7808,other,1800.0,3,90.0,3
7809,other,1300.0,3,64.0,3
7810,other,1029.5,2,50.855,2
7811,other,2000.0,2,160.0,2
7812,other,2710.0,6,142.0,4
7813,other,1464.0,3,56.0,3
7814,other,1750.0,3,86.5,3
7815,other,1163.0,2,65.0,2
7816,other,1800.0,3,95.0,3
7817,other,1100.0,2,58.0,2
7818,other,1200.0,2,60.0,2
7819,other,1410.0,3,65.0,3
7820,other,2679.0,5,280.0,4
7821,other,1156.0,2,46.9,2
7822,other,1230.0,2,75.0,2
7823,other,1777.26,3,105.0,3
7824,other,1080.0,2,44.8,2
7825,other,2400.0,2,135.0,2
7826,other,1170.0,2,75.0,2
7827,other,1090.0,2,31.48,2
7828,other,705.0,1,57.0,1
7829,other,1089.0,2,60.0,2
7830,other,880.0,2,48.0,2
7831,other,1080.0,2,32.0,2
7832,other,1480.0,3,75.48,3
7833,other,1703.0,3,125.0,3
7834,other,1257.0,2,40.22,3
7835,other,1150.0,2,45.0,2
7836,other,1194.0,2,55.0,2
7837,other,2000.0,3,90.0,3
7838,other,1500.0,4,99.0,3
7839,other,1025.0,2,42.5,2
7840,other,980.0,2,38.19,2
7841,other,1200.0,2,100.0,3
7842,other,1022.0,2,57.0,2
7843,other,1153.0,2,45.0,2
7844,other,1175.0,2,60.0,2
7845,other,1560.0,3,68.0,3
7846,other,650.0,1,17.0,1
7847,other,1350.0,3,55.0,2
7848,other,1200.0,2,76.0,2
7849,other,1200.0,1,54.0,2
7850,other,1130.0,2,45.2,2
7851,other,950.0,2,38.0,2
7852,other,1000.0,1,90.0,2
7853,other,1240.0,2,59.52,3
7854,other,1300.0,2,120.0,2
7855,other,1200.0,2,53.33,2
7856,other,1310.0,2,46.0,3
7857,other,1605.0,3,100.0,3
7858,other,1260.0,2,76.0,3
7859,other,1649.0,3,150.0,3
7860,other,1542.0,3,98.0,3
7861,other,1012.0,2,42.0,2
7862,other,1680.0,4,95.0,3
7863,other,1027.0,2,68.62,2
7864,other,1700.0,3,75.0,3
7865,other,1090.0,2,38.15,2
7866,other,766.0,2,28.0,2
7867,other,1254.0,2,65.0,3
7868,other,3600.0,5,110.0,5
7869,other,1333.0,2,77.27,2
7870,other,1100.0,3,110.0,3
7871,other,1650.0,3,82.0,3
7872,other,1050.0,2,70.0,2
7873,other,3000.0,4,235.0,3
7874,other,1459.0,2,95.0,3
7875,other,875.0,2,57.0,2
7876,other,1140.0,2,32.92,2
7877,other,1600.0,3,170.0,3
7878,other,920.0,2,39.0,2
7879,other,1310.0,3,95.0,4
7880,other,2000.0,3,105.0,3
7881,other,1075.0,2,55.0,2
7882,other,1205.0,2,70.0,2
7883,other,2340.0,5,129.0,4
7884,other,1179.0,2,55.0,3
7885,other,1013.0,2,51.0,2
7886,other,1069.0,2,55.0,2
7887,other,1200.0,3,99.0,3
7888,other,1395.0,2,75.0,2
7889,other,1725.0,2,165.0,3
7890,other,1007.0,2,43.0,2
7891,other,940.0,2,43.61,2
7892,other,1740.0,3,191.0,3
7893,other,1829.0,3,125.0,3
7894,other,1000.0,2,60.0,2
7895,other,5720.0,3,350.0,3
7896,other,675.0,1,15.0,2
7897,other,1500.0,3,104.0,3
7898,other,2047.0,3,136.0,3
7899,other,1012.0,2,59.0,2
7900,other,2132.0,3,80.0,3
7901,other,1200.0,2,69.0,2
7902,other,1200.0,2,136.0,2
7903,other,1280.0,2,49.0,3
7904,other,1007.0,2,62.0,2
7905,other,925.0,2,35.0,2
7906,other,450.0,1,12.5,1
7907,other,1350.0,2,47.25,3
7908,other,992.0,2,60.0,2
7909,other,600.0,2,39.0,2
7910,other,1240.0,2,65.0,3
7911,other,1100.0,2,55.0,2
7912,other,1700.0,3,111.0,3
7913,other,1340.0,2,65.0,2
7914,other,1200.0,2,54.0,2
7915,other,1080.0,2,52.0,2
7916,other,1600.0,2,31.0,2
7917,other,1780.0,3,110.0,3
7918,other,1605.0,3,65.0,3
7919,other,1200.0,2,80.0,2
7920,other,900.0,2,49.0,2
7921,other,1800.0,4,68.0,5
7922,other,900.0,2,65.0,3
7923,other,946.0,2,45.0,2
7924,other,1500.0,1,60.0,1
7925,other,1656.0,3,80.0,3
7926,other,1540.0,3,85.0,3
7927,other,665.0,1,32.0,1
7928,other,1665.0,3,110.0,3
7929,other,2456.0,3,220.0,3
7930,other,1610.0,2,64.4,3
7931,other,1709.0,3,80.0,3
7932,other,1400.0,2,50.0,3
7933,other,1439.0,3,57.23,3
7934,other,1200.0,2,75.0,3
7935,other,1500.0,2,40.0,2
7936,other,1178.0,2,82.0,2
7937,other,1400.0,2,65.8,3
7938,other,1200.0,2,45.0,2
7939,other,5000.0,6,360.0,5
7940,other,1200.0,2,130.0,3
7941,other,1435.0,2,60.0,3
7942,other,1717.0,3,120.0,3
7943,other,1325.0,2,65.0,2
7944,other,1409.0,2,62.0,3
7945,other,1250.0,2,50.0,2
7946,other,2100.0,4,85.0,4
7947,other,552.0,1,23.5,1
7948,other,1225.0,2,65.0,2
7949,other,650.0,1,16.0,1
7950,other,1067.0,2,52.0,2
7951,other,1750.0,3,75.0,3
7952,other,1504.0,2,102.0,3
7953,other,1116.0,2,49.8,2
7954,other,1308.0,2,37.0,2
7955,other,864.0,2,45.0,2
7956,other,1069.0,2,38.0,3
7957,other,1800.0,4,145.0,4
7958,other,6136.0,4,550.0,4
7959,other,3000.0,4,240.0,4
7960,other,1310.0,2,37.83,3
7961,other,1150.0,2,60.0,2
7962,other,1385.0,2,66.5,3
7963,other,1066.0,2,52.5,2
7964,other,1625.0,3,92.0,3
7965,other,1246.0,2,67.4,2
7966,other,2400.0,4,250.0,4
7967,other,907.0,2,38.0,2
7968,other,3500.0,4,138.0,4
7969,other,1180.0,2,50.0,2
7970,other,1903.0,6,140.0,5
7971,other,1272.0,2,51.5,2
7972,other,1490.0,2,92.0,3
7973,other,2400.0,5,140.0,4
7974,other,2500.0,3,190.0,3
7975,other,1044.0,2,60.0,2
7976,other,1352.0,3,93.0,2
7977,other,810.0,2,34.5,2
7978,other,1650.0,3,51.98,3
7979,other,1595.0,3,70.39,3
7980,other,1410.0,2,65.0,3
7981,other,1640.0,3,84.0,3
7982,other,450.0,1,16.0,1
7983,other,1200.0,2,54.0,2
7984,other,1100.0,2,41.16,2
7985,other,1310.0,2,45.0,3
7986,other,959.0,2,42.5,2
7987,other,883.0,2,37.0,2
7988,other,1280.0,2,69.0,3
7989,other,1000.0,2,58.0,2
7990,other,950.0,2,31.95,2
7991,other,1141.0,2,55.0,2
7992,other,1200.0,2,51.0,2
7993,other,855.0,2,32.0,2
7994,other,1200.0,2,43.2,2
7995,other,1240.0,2,65.0,3
7996,other,1293.0,2,75.0,2
7997,other,1380.0,2,50.0,3
7998,other,1599.0,3,80.0,3
7999,other,967.0,2,41.1,2
8000,other,1885.0,3,90.0,3
8001,other,860.0,2,65.5,2
8002,other,1000.0,2,29.95,2
8003,other,1100.0,2,66.0,2
8004,other,1215.0,2,46.1,2
8005,other,1050.0,2,47.0,2
8006,other,1240.0,3,60.0,3
8007,other,1374.0,2,88.0,3
8008,other,1151.0,2,43.16,2
8009,other,1250.0,2,60.0,2
8010,other,1351.0,2,78.0,3
8011,other,960.0,2,50.0,2
8012,other,1110.0,2,52.0,2
8013,other,1680.0,3,72.0,3
8014,other,2400.0,3,180.0,3
8015,other,1350.0,3,48.6,3
8016,other,1254.0,2,47.0,2
8017,other,1051.0,2,61.0,2
8018,other,2000.0,2,160.0,4
8019,other,1650.0,3,85.0,3
8020,other,834.0,1,62.0,1
8021,other,1320.0,3,60.0,3
8022,other,1500.0,3,74.0,3
8023,other,600.0,1,52.0,1
8024,other,1010.0,2,50.0,2
8025,other,1070.0,2,38.0,2
8026,other,1580.0,3,105.0,3
8027,other,2000.0,3,165.0,3
8028,other,1920.0,3,130.0,3
8029,other,1200.0,2,76.0,3
8030,other,1040.0,2,45.0,2
8031,other,650.0,1,70.0,1
8032,other,2000.0,4,135.0,4
8033,other,2750.0,3,260.0,3
8034,other,985.0,2,42.0,2
8035,other,1475.0,2,63.0,3
8036,other,900.0,2,35.0,2
8037,other,2500.0,3,120.0,4
8038,other,1030.0,2,60.0,2
8039,other,1000.0,2,46.0,2
8040,other,1950.0,6,175.0,5
8041,other,1570.0,2,65.94,3
8042,other,1283.0,2,68.0,2
8043,other,1200.0,2,52.0,2
8044,other,2400.0,2,180.0,3
8045,other,1250.0,2,68.75,3
8046,other,1280.0,2,90.0,2
8047,other,1190.0,2,55.0,2
8048,other,1100.0,2,60.0,2
8049,other,2075.0,3,175.0,3
8050,other,2400.0,3,140.0,4
8051,other,1250.0,3,65.0,3
8052,other,1900.0,3,65.0,3
8053,other,1080.0,2,45.0,2
8054,other,600.0,1,47.0,1
8055,other,1335.0,2,87.0,3
8056,other,1246.0,2,67.3,2
8057,other,1578.0,3,73.9,3
8058,other,1140.0,2,46.0,2
8059,other,1120.0,2,70.0,2
8060,other,1116.0,2,51.89,2
8061,other,1145.0,2,46.0,2
8062,other,800.0,1,32.0,2
8063,other,1700.0,3,88.2,3
8064,other,1475.0,2,70.0,2
8065,other,1265.0,2,55.0,2
8066,other,1200.0,2,58.0,2
8067,other,2180.0,3,210.0,3
8068,other,1080.0,2,50.0,2
8069,other,2400.0,2,125.0,2
8070,other,1545.0,2,66.0,3
8071,other,1804.0,3,166.0,3
8072,other,1350.0,2,58.0,3
8073,other,1427.0,2,70.0,3
8074,other,1073.0,2,31.77,2
8075,other,960.0,2,37.0,2
8076,other,1230.0,2,55.0,2
8077,other,1438.0,2,89.0,2
8078,other,1200.0,3,125.0,3
8079,other,1350.0,3,68.0,3
8080,other,1810.0,3,57.0,4
8081,other,2274.24,4,160.0,3
8082,other,1484.0,3,74.18,3
8083,other,1455.0,2,55.0,3
8084,other,2079.0,3,220.0,3
8085,other,1351.0,2,74.0,2
8086,other,1447.0,2,75.97,2
8087,other,1140.0,2,60.0,2
8088,other,1170.0,2,34.0,2
8089,other,1160.0,2,46.39,2
8090,other,1570.0,3,80.0,3
8091,other,1495.0,2,65.0,3
8092,other,1800.0,3,70.0,3
8093,other,1540.0,3,90.0,3
8094,other,1350.0,3,75.0,3
8095,other,1464.0,3,56.0,3
8096,other,470.0,2,10.0,1
8097,other,920.0,2,60.0,2
8098,other,2095.0,3,109.0,4
8099,other,1019.0,2,58.0,2
8100,other,1280.0,3,50.0,3
8101,other,1200.0,3,125.0,4
8102,other,1700.0,3,150.0,3
8103,other,1313.0,4,150.0,3
8104,other,2515.0,4,155.0,3
8105,other,1440.0,3,72.0,3
8106,other,1600.0,3,79.0,3
8107,other,1000.0,2,35.0,2
8108,other,1305.0,2,59.0,3
8109,other,1740.0,3,150.0,3
8110,other,1567.0,3,140.0,2
8111,other,1082.0,2,45.5,3
8112,other,1200.0,2,56.0,2
8113,other,3500.0,4,185.0,3
8114,other,1220.0,2,52.0,2
8115,other,1970.0,3,164.0,3
8116,other,2130.0,4,120.0,4
8117,other,1260.0,2,108.0,2
8118,other,1170.0,2,120.0,2
8119,other,1670.0,3,75.0,3
8120,other,1100.0,2,55.0,2
8121,other,1125.0,2,44.5,2
8122,other,700.0,2,29.0,2
8123,other,1300.0,2,75.0,3
8124,other,1052.0,2,60.0,3
8125,other,1130.0,2,36.0,2
8126,other,2200.0,3,220.0,3
8127,other,1230.0,2,52.0,3
8128,other,1300.0,2,67.0,3
8129,other,2690.0,4,201.0,4
8130,other,780.0,1,70.0,1
8131,other,646.0,1,25.84,1
8132,other,1600.0,3,150.0,3
8133,other,1890.0,4,125.0,3
8134,other,1050.0,2,34.0,2
8135,other,1970.0,3,160.0,3
8136,other,1007.0,2,67.0,2
8137,other,1105.0,2,50.0,2
8138,other,1700.0,3,150.0,3
8139,other,1150.0,2,62.0,3
8140,other,1200.0,2,54.0,2
8141,other,1656.0,3,75.0,3
8142,other,1085.0,2,33.7,2
8143,other,1215.0,2,49.75,3
8144,other,2150.0,4,115.0,4
8145,other,1050.0,2,55.0,2
8146,other,1920.0,3,150.0,3
8147,other,947.55,2,80.0,2
8148,other,1421.0,2,90.0,2
8149,other,1258.0,2,58.0,2
8150,other,1230.0,2,53.51,3
8151,other,2000.0,4,69.0,4
8152,other,3200.0,3,250.0,4
8153,other,950.0,2,32.0,2
8154,other,1304.0,2,111.0,2
8155,other,1728.0,3,125.0,3
8156,other,1235.0,2,140.0,2
8157,other,3200.0,3,260.0,3
